Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify that each option in the 'sort by' list is displaying correct results or not,RE-33,10064,Test,Blocked,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 7:10 PM,08/Sep/21 9:51 AM,08/Sep/21 5:25 AM,,,0,‘sort by’ dropdown list is available on user’s profile page which gets opened after clicking on view option available below the username of each user record on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000e7:,,RE Sprint 1,,,,,,,,In Progress
Verify 'sort by' list with required options available in it,RE-32,10063,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:57 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,‘sort by’ dropdown list is available on user’s profile page which gets opened after clicking on view option available below the username of each user record on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000dz:,,RE Sprint 1,,,,,,,,Done
Verify profile page of selected user with all required information of that user ,RE-31,10062,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:43 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000dr:,,RE Sprint 1,,,,,,,,Done
"Verify that view option which is available below the username of each record on 'Users' page, is navigating to required page or not",RE-30,10061,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:29 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000dj:,,RE Sprint 1,,,,,,,,Done
Verify that admin's record is showing only 2 options namely Edit and View below the username of admin on 'Users' page,RE-29,10060,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 6:13 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,Edit and view options are visible after hovering on admin’s record on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000db:,,RE Sprint 1,,,,,,,,Done
"Verify each user record except admin's record with 3 options namely Edit, Delete, View are visible below the username of respective record",RE-28,10059,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 5:57 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000d3:,,RE Sprint 1,,,,,,,,Done
Verify that all the records of users are getting displayed after clicking on 'Users' module,RE-27,10058,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 5:49 PM,08/Sep/21 9:51 AM,09/Sep/21 5:34 AM,08/Sep/21 9:51 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000cv:,,RE Sprint 1,,,,,,,,Done
"As an admin, I want to view all the records of users so that I can view all the details of any user ",RE-26,10057,Story,Blocked,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,05/Sep/21 5:44 PM,08/Sep/21 11:00 AM,08/Sep/21 11:09 AM,,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-27,RE-28,RE-29,RE-30,RE-31,RE-32,RE-33,RE-34,RE-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000cn:,,RE Sprint 1,,,,,,,,In Progress
Verify the position of validation message which is displayed after change in role or deletion of any user record,RE-25,10056,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 10:54 AM,08/Sep/21 9:49 AM,09/Sep/21 5:34 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000cf:,,RE Sprint 1,,,,,,,,Done
Verify that 'Delete' option is only visible for each user record except admin record,RE-24,10055,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 10:44 AM,08/Sep/21 9:49 AM,09/Sep/21 5:34 AM,08/Sep/21 9:49 AM,,0,Delete option is available below the username of each user record except admin on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000c7:,,RE Sprint 1,,,,,,,,Done
Verify color of 'Delete' option which is visible below the username of each user record on 'Users' page,RE-23,10054,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 9:38 AM,08/Sep/21 9:49 AM,09/Sep/21 5:34 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000bz:,,RE Sprint 1,,,,,,,,Done
Verify the position of 'Change' button on 'Users' page,RE-22,10053,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 8:52 AM,08/Sep/21 9:49 AM,09/Sep/21 5:34 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000br:,,RE Sprint 1,,,,,,,,Done
Verify 'Change role to...' list with selected option in list is getting highlighted ,RE-21,10052,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 7:19 AM,08/Sep/21 9:49 AM,09/Sep/21 5:34 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000bj:,,RE Sprint 1,,,,,,,,Done
"Verify that 'Delete' option which is available below the username of each record except admin record, is properly working or not",RE-20,10051,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 7:03 AM,08/Sep/21 9:49 AM,09/Sep/21 5:34 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000bb:,,RE Sprint 1,,,,,,,,Done
Verify that 'edit' option is navigating to correct page or not after clicking on it,RE-19,10050,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 6:32 AM,08/Sep/21 9:49 AM,09/Sep/21 4:31 AM,08/Sep/21 9:49 AM,,0,‘Edit’ option is visible below the username of each user record on hovering the cursor on each record on ‘Users’ page.,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000b3:,,RE Sprint 1,,,,,,,,Done
Verify 'Change' button with validation message,RE-18,10049,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 6:14 AM,08/Sep/21 10:58 AM,08/Sep/21 10:57 AM,08/Sep/21 9:49 AM,,0,‘change’ button is available on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000av:,,RE Sprint 1,,,,,,,,Done
"Verify that 'Change' button which is on 'Users' page, is properly changing the role of selected users or not",RE-17,10048,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 5:23 AM,08/Sep/21 9:49 AM,08/Sep/21 10:56 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000an:,,RE Sprint 1,,,,,,,,Done
"Verify 'Confirm Deletion' button on 'Delete Users' page, is properly working or not ",RE-16,10047,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 4:59 AM,09/Sep/21 4:26 AM,09/Sep/21 4:26 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000af:,,RE Sprint 1,,,,,,,,Done
Verify that 'Delete Users' page is having 'Confirm Deletion' button,RE-15,10046,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,03/Sep/21 4:00 AM,08/Sep/21 10:55 AM,08/Sep/21 10:55 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i000a7:,,RE Sprint 1,,,,,,,,Done
Verify that 'Delete Users' page is showing usernames of selected users to be deleted,RE-14,10045,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 6:18 PM,09/Sep/21 4:26 AM,09/Sep/21 4:25 AM,08/Sep/21 9:49 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0009z:,,RE Sprint 1,,,,,,,,Done
Verify that 'Apply' button is properly working or not,RE-13,10044,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 5:50 PM,08/Sep/21 10:53 AM,08/Sep/21 10:53 AM,08/Sep/21 9:49 AM,,0,‘Apply’ button is available on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0009r:,,RE Sprint 1,,,,,,,,Done
Verify the position of 'Apply' button  ,RE-12,10043,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 5:39 PM,08/Sep/21 10:52 AM,08/Sep/21 10:50 AM,08/Sep/21 9:49 AM,,0,‘Apply’ button is available on ‘Users’ page.,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0009j:,,RE Sprint 1,,,,,,,,Done
Verify 'Bulk Actions' list having delete option to delete the multiple records of users at the same time,RE-11,10042,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 5:17 PM,08/Sep/21 10:50 AM,08/Sep/21 10:49 AM,08/Sep/21 9:48 AM,,0,‘Bulk Actions’ list is available on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0009b:,,RE Sprint 1,,,,,,,,Done
Verify 'Change role to...' dropdown list is having all the required options in it,RE-10,10041,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 12:32 PM,09/Sep/21 4:22 AM,09/Sep/21 4:19 AM,08/Sep/21 9:48 AM,,0,"‘Change role to…’ list is available on ‘Users’ page. Required options in ‘change role to…’ list are shop manager, author, editor, subscriber, contributor, customer, agent, administrator.",,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i00093:,,RE Sprint 1,,,,,,,,Done
"As an admin, I want to delete and update the records of users so that I can make corrections in the details of any user, if required and also remove incorrect records of users from the application",RE-9,10040,Story,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 12:23 PM,09/Sep/21 4:16 AM,09/Sep/21 4:32 AM,08/Sep/21 9:50 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-10,RE-11,RE-12,RE-13,RE-14,RE-15,RE-16,RE-17,RE-18,RE-19,RE-20,RE-21,RE-22,RE-23,RE-24,RE-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0008v:,,RE Sprint 1,,,,,,,,Done
Verify 'Search Users' button is working correctly or not,RE-8,10039,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 11:05 AM,08/Sep/21 10:46 AM,09/Sep/21 4:07 AM,08/Sep/21 9:47 AM,,0,‘search users’ button is on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0008n:,,RE Sprint 1,,,,,,,,Done
Verify 'search box' with text entered by admin,RE-7,10038,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 10:35 AM,08/Sep/21 10:46 AM,08/Sep/21 10:44 AM,08/Sep/21 9:47 AM,,0,‘search box’ is the textbox which is present along with ‘search users’ button on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0008f:,,RE Sprint 1,,,,,,,,Done
Verify that 'search box' along with 'search users' button is available or not on 'Users' page,RE-6,10037,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 9:53 AM,08/Sep/21 10:43 AM,08/Sep/21 10:41 AM,08/Sep/21 9:47 AM,,0,‘search box’ is the textbox which is present along with ‘search users’ button on ‘Users’ page,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i00087:,,RE Sprint 1,,,,,,,,Done
"Verify 'search links' with correct count of respective records of users, in brackets",RE-5,10036,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 9:27 AM,08/Sep/21 10:41 AM,08/Sep/21 10:40 AM,08/Sep/21 9:47 AM,,0,"‘search links’ are the links having text as name of role . ‘Search links’ like Administrator, Editor, Author, Contributor, Subscriber, etc. are available on ‘Users’ page. By clicking on ‘search links’ , one can search the users belonging to specific role.",,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0007z:,,RE Sprint 1,,,,,,,,Done
Verify 'search links' are displaying required records of users,RE-4,10035,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 9:13 AM,08/Sep/21 10:37 AM,08/Sep/21 10:36 AM,08/Sep/21 9:47 AM,,0,"‘search links’ are the links having text as name of role . ‘Search links’ like Administrator, Editor, Author, Contributor, Subscriber, etc. are available on ‘Users’ page. By clicking on ‘search links’ , one can search the users belonging to specific role.",,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0007r:,,RE Sprint 1,,,,,,,,Done
Verify 'search links' are clickable or not,RE-3,10034,Test,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 8:51 AM,08/Sep/21 10:36 AM,08/Sep/21 10:29 AM,08/Sep/21 9:46 AM,,0,"‘search links’ are the links having text as name of role . ‘Search links’ like Administrator, Editor, Author, Contributor, Subscriber, etc. are available on ‘Users’ page. By clicking on ‘search links’ , one can search the users belonging to specific role.",,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0007j:,,RE Sprint 1,,,,,,,,Done
"As an admin, I want to search the records of users based on various available parameters like role, username, etc. so that I can see or modify their records",RE-2,10033,Story,Done,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,Done,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 7:24 AM,08/Sep/21 11:05 AM,09/Sep/21 4:11 AM,08/Sep/21 9:48 AM,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,RE-3,RE-4,RE-5,RE-6,RE-7,RE-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0007b:,,RE Sprint 1,,,,,,,,Done
Users module,RE-1,10032,Epic,In Progress,RE,Real Estate,software,Sakshi Junnare,612ef81b6a4c09006a9fe331,,Medium,,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,Sakshi Junnare,612ef81b6a4c09006a9fe331,02/Sep/21 6:55 AM,08/Sep/21 11:02 AM,07/Sep/21 7:09 PM,,,0,,,Sakshi Junnare,612ef81b6a4c09006a9fe331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-5,,Users module,To Do,,,0|i00073:,,RE Sprint 1,,,,,,,,In Progress
